voter_id,district,age_band,race,turnout_history,gender,education,treatment,prior_turnout_rate,donor_propensity,digital_engagement,contactability_score,issue_salience_score,action_taken,donated,pledged_to_vote,clicked_message,message_label,age_order
2602,MI-08,18-29,Black,Medium,Male,Some college,community_voice,0.556789536852956,0.4845970669220166,0.6532843322717073,87.85015052740387,56.77879233924783,1,1,1,1,Community Voice,0
2603,NC-13,65+,Black,Medium,Male,College+,control,0.5130770854741671,0.35834786737479796,0.2486215838157403,51.14181898778935,53.26011090141359,1,0,0,1,Control,3
2604,WI-03,30-44,White,High,Female,High school,economic_security,0.4297743747607187,0.06459919331382354,0.5475845463897304,55.27853980700154,58.81229594139207,1,0,1,1,Economic Security,1
2605,PA-07,30-44,Latino,Medium,Male,College+,future_forward,0.45693939824599555,0.36715671032422903,0.2290376618837206,42.04804974572951,63.4531774837329,1,0,1,1,Future Forward,1
2606,TX-32,18-29,White,High,Male,Some college,community_voice,0.6945218805463609,0.4118630200906912,0.3854766334506582,54.69326713883178,67.44610259437498,1,0,0,1,Community Voice,0
2607,TX-32,45-64,Multi/Other,High,Male,College+,economic_security,0.6502346085857054,0.19441200051771942,0.38010114183166316,33.60876110824297,62.77232475548476,1,0,1,1,Economic Security,2
2608,WI-03,45-64,Latino,High,Male,High school,economic_security,0.7104433280508264,0.3123530922174217,0.42814209711983964,51.41031504001278,39.854856290060994,1,0,0,1,Economic Security,2
2609,AZ-01,45-64,White,Medium,Male,College+,control,0.38108933817525964,0.2865579991172069,0.4523565258962124,56.06048761483745,51.012537351003814,1,0,1,1,Control,2
2610,MI-08,30-44,Latino,High,Female,High school,control,0.5471610437742318,0.1413959727039585,0.7183248516204878,72.24244534467734,66.55776797719278,1,0,1,1,Control,1
2611,WI-03,30-44,White,High,Female,Some college,future_forward,0.64862606297138,0.27044273828224014,0.7431409223616207,62.038085067330144,40.54592146565431,0,1,0,0,Future Forward,1
2612,NC-13,45-64,White,High,Female,Some college,community_voice,0.6875171541142717,0.14654119333715393,0.3104805927263726,49.773795080324675,59.373312924614694,1,0,0,1,Community Voice,2
2613,WI-03,65+,Black,Low,Female,College+,community_voice,0.4996121658081993,0.20234568950353746,0.13234083730367252,31.98501041926773,56.125012234822876,1,0,1,1,Community Voice,3
2614,GA-06,45-64,Black,Medium,Male,High school,control,0.7461985190204499,0.04744721462914144,0.4237747745507083,46.99787705146974,68.92270585347467,1,0,0,1,Control,2
2615,AZ-01,45-64,Latino,Low,Female,Some college,future_forward,0.536249260306465,0.10898039695706267,0.6056224397849967,55.45550362269777,62.97203646829864,0,0,0,0,Future Forward,2
2616,WI-03,45-64,Latino,High,Male,High school,future_forward,0.6102306754682352,0.3052183011778167,0.4985426503880521,83.06174289075688,47.34323821809223,1,0,1,1,Future Forward,2
2617,NC-13,30-44,White,Low,Male,Graduate,community_voice,0.34759780639923504,0.2645794690368336,0.40638937467349695,63.822152254262406,71.45044173549194,1,0,1,0,Community Voice,1
2618,NC-13,18-29,White,Medium,Female,Graduate,community_voice,0.5825734090915162,0.0831328475609823,0.4996231483934263,54.20235963761795,58.58776293248176,0,0,0,0,Community Voice,0
2619,WI-03,45-64,White,Medium,Male,College+,community_voice,0.27905098827079067,0.12266340358312174,0.7422291505095885,46.27474110625134,57.609381838201536,1,0,1,1,Community Voice,2
2620,GA-06,45-64,Latino,High,Female,College+,future_forward,0.4124269322629909,0.10123389089600568,0.6462197612405419,50.983243965640135,41.65418176394501,1,0,0,1,Future Forward,2
2621,WI-03,30-44,Latino,Medium,Male,Some college,future_forward,0.6728486708772614,0.23294002119169183,0.23519921170460958,59.14432050660193,64.74053604725977,1,0,1,0,Future Forward,1
2622,MI-08,45-64,Multi/Other,Low,Male,College+,economic_security,0.6554785243607074,0.433186549252379,0.2550705597260594,52.32080695488645,50.4529670488701,1,0,0,1,Economic Security,2
2623,GA-06,45-64,Black,Low,Male,Some college,control,0.403220848745412,0.18088647012158932,0.536091554197126,65.28192586639798,72.66129044768893,0,0,0,0,Control,2
2624,GA-06,18-29,Black,Low,Male,High school,community_voice,0.19005386306045643,0.3811608295582161,0.4468058509867141,67.59644110177555,30.129049727622483,0,0,0,0,Community Voice,0
2625,NC-13,30-44,Latino,Medium,Female,High school,economic_security,0.48748292091594625,0.3432962956240136,0.5649768348309604,73.82204036559992,74.14224609778951,0,0,0,0,Economic Security,1
2626,NC-13,45-64,White,Medium,Female,College+,economic_security,0.4354445767742781,0.39301719133469915,0.5212619790185624,70.11595342052026,99.0,1,0,0,0,Economic Security,2
2627,WI-03,65+,White,High,Female,High school,future_forward,0.98,0.38080366841602425,0.6095192195989796,50.135183029329845,57.365540083069455,1,0,1,0,Future Forward,3
2628,AZ-01,45-64,Latino,High,Female,College+,community_voice,0.4551984341617222,0.5235739362503647,0.6955096696650981,44.865301562372615,75.36253749037893,0,0,0,0,Community Voice,2
2629,AZ-01,18-29,White,Medium,Male,Some college,future_forward,0.25981013121736507,0.5737521509615334,0.7364344709430786,68.6756344515159,83.89888313818291,0,0,0,1,Future Forward,0
2630,GA-06,18-29,Black,High,Female,College+,economic_security,0.3046216907275011,0.21068985684558456,0.3543904930247317,81.26348349873777,66.13424211199471,1,0,1,1,Economic Security,0
2631,PA-07,65+,White,High,Male,Graduate,control,0.584670730318013,0.19702323988386225,0.5076764848447614,56.56969155553029,62.286433439678675,1,0,0,1,Control,3
2632,TX-32,45-64,White,High,Male,Graduate,future_forward,0.2543490645838711,0.08279968910182256,0.5706936914992154,56.17531828725228,65.2177317452323,0,0,0,0,Future Forward,2
2633,NC-13,30-44,White,Low,Male,High school,economic_security,0.6948059864391025,0.11087668920070345,0.35108989124626844,58.425567917541386,80.7806972406939,0,0,0,0,Economic Security,1
2634,PA-07,30-44,Latino,High,Female,Some college,control,0.22011343981102105,0.12681179245105698,0.1988373432095329,69.23290590705,67.2538746330235,1,0,1,1,Control,1
2635,PA-07,45-64,Latino,Medium,Male,Some college,future_forward,0.7018621866713273,0.15194179577881323,0.47357765782398564,74.55990597235571,74.41782005129407,0,0,0,0,Future Forward,2
2636,AZ-01,45-64,Latino,Medium,Male,Graduate,economic_security,0.6734033082883305,0.4400334380747186,0.3133662451898964,67.13973060173984,79.36542295982075,0,0,0,0,Economic Security,2
2637,GA-06,30-44,Latino,Medium,Female,Some college,control,0.6639974841573645,0.21878759162852773,0.14391800483880202,78.71891155125653,62.004351823039734,0,0,0,0,Control,1
2638,WI-03,30-44,Black,High,Male,College+,economic_security,0.32871030749008656,0.22447214544861407,0.5518620689312432,79.99320955207565,68.57913034532984,1,1,1,1,Economic Security,1
2639,MI-08,65+,Latino,Medium,Female,Some college,community_voice,0.3728759047205004,0.5441317957656544,0.27474224567582906,74.31823066844693,81.5558325784114,1,0,1,1,Community Voice,3
2640,WI-03,30-44,Black,Low,Female,College+,control,0.7825961660178695,0.10775341081906535,0.46849345427689953,49.97542755785961,59.20286427853784,1,0,1,0,Control,1
2641,NC-13,18-29,Black,Medium,Male,Some college,control,0.43369982770907384,0.08909828264300662,0.565712484791965,53.33609143652591,41.60020271493504,0,1,0,0,Control,0
2642,GA-06,18-29,White,Low,Male,Some college,community_voice,0.6581617654548426,0.2267635850457378,0.3531099198475008,66.87272250988529,27.520829234754505,0,0,0,0,Community Voice,0
2643,AZ-01,18-29,Asian,Medium,Female,High school,control,0.8010321407530029,0.23967634941905902,0.8027025231877087,34.88719112915109,88.49334342919656,1,0,1,1,Control,0
2644,GA-06,45-64,White,Medium,Female,Some college,control,0.5104374437023079,0.590251931890935,0.5866386861390203,48.051844692582804,48.3770246876964,1,0,1,0,Control,2
2645,MI-08,30-44,White,Medium,Male,College+,control,0.4685128540424141,0.06505852514309392,0.40570786760674105,39.97064411028236,73.27458106109529,0,1,0,0,Control,1
2646,NC-13,45-64,White,High,Female,High school,community_voice,0.51795624675851,0.2595466552694585,0.19968857445434718,56.47727209480777,37.432274735237854,0,0,0,0,Community Voice,2
2647,NC-13,30-44,White,Low,Female,Some college,control,0.6526841504723367,0.39674211889180283,0.6391787647935067,74.78111952981493,67.17676942426726,0,0,0,0,Control,1
2648,NC-13,45-64,White,High,Female,College+,control,0.02,0.5136282596346113,0.5614938000149201,60.01368323695107,37.96402062255564,1,0,1,1,Control,2
2649,NC-13,30-44,Latino,High,Female,Some college,future_forward,0.3758630729633689,0.40095050421377265,0.6397166746106664,67.39589234545943,76.9993288459063,0,0,0,0,Future Forward,1
2650,AZ-01,65+,White,Low,Male,Graduate,community_voice,0.28795012462644215,0.2493362141214404,0.44743438751829306,95.37331324000877,74.84944966215747,1,0,1,0,Community Voice,3
2651,MI-08,45-64,White,Low,Female,College+,economic_security,0.31715711574345795,0.8446252101150848,0.20957137962157515,74.5467607154124,55.913577699112416,1,0,0,1,Economic Security,2
2652,WI-03,30-44,Latino,Low,Male,Graduate,control,0.5638332447903841,0.7476845684674708,0.354462412986052,62.149270400680486,86.43262855495938,1,1,0,0,Control,1
2653,AZ-01,65+,Asian,High,Male,High school,control,0.98,0.09466989385443488,0.36156539121427417,81.43848172077392,45.450303481050085,1,1,1,0,Control,3
2654,TX-32,30-44,Latino,Medium,Female,College+,control,0.9075018630040964,0.3490631008667086,0.29647484158955406,53.423090809531004,77.9472141198374,0,0,0,0,Control,1
2655,NC-13,30-44,Black,High,Male,Graduate,control,0.7100451381775277,0.15752113804352882,0.838709532582994,66.5585974803435,49.28358949341106,1,0,0,1,Control,1
2656,PA-07,30-44,Latino,Medium,Male,High school,community_voice,0.343646503502927,0.18868333994953287,0.49331502104233776,46.9603689241429,76.89519778964952,0,0,0,1,Community Voice,1
2657,MI-08,18-29,White,High,Female,High school,control,0.850331288583205,0.5286173479194195,0.20042503406409398,64.22679498565134,39.518136839667754,0,0,0,0,Control,0
2658,MI-08,30-44,Multi/Other,Medium,Male,High school,economic_security,0.872943463481035,0.4345913228511431,0.34935813839829166,46.71093219053674,70.60220045385957,1,1,1,1,Economic Security,1
2659,NC-13,18-29,White,Medium,Female,High school,control,0.3001745121197701,0.05469987458011174,0.5735960545949325,20.465793141560468,61.7697069721388,0,0,0,0,Control,0
2660,WI-03,18-29,Latino,Medium,Female,College+,control,0.5051158133329966,0.2866227961090082,0.6804687060546544,40.796550641748716,59.64470042788574,0,0,0,0,Control,0
2661,MI-08,18-29,Black,Low,Male,Some college,control,0.22574608296588902,0.19876177658543598,0.5614587139067605,50.81128358956708,74.19511377862128,0,0,0,0,Control,0
2662,AZ-01,30-44,White,Low,Male,College+,community_voice,0.2820640771096521,0.17059364805841915,0.2509448528637645,59.75522807760715,87.66964493125319,0,0,0,0,Community Voice,1
2663,AZ-01,30-44,White,Medium,Female,High school,future_forward,0.5104605375356243,0.28782406091807433,0.40569682211339697,54.69786853945094,62.23016151188382,0,0,0,1,Future Forward,1
2664,WI-03,30-44,Multi/Other,High,Female,Graduate,control,0.5680101195091627,0.3829996091041001,0.7754169309447183,46.78165165062215,65.42928216257987,0,0,0,0,Control,1
2665,MI-08,45-64,Latino,Medium,Female,High school,future_forward,0.4996866596668283,0.2405714485251677,0.490613289119969,76.51540077296696,68.95350723747822,1,0,1,1,Future Forward,2
2666,AZ-01,18-29,Latino,High,Female,High school,economic_security,0.6719667507586735,0.15235889464376215,0.25943236980335255,77.43092814479107,32.464615365018005,1,0,1,1,Economic Security,0
2667,PA-07,30-44,Black,Medium,Female,Some college,economic_security,0.3106989784893811,0.5264677856094906,0.6381070863824857,73.77656809652046,49.40709641896437,0,0,0,0,Economic Security,1
2668,TX-32,18-29,White,High,Female,College+,economic_security,0.3308933790543523,0.3174611850771434,0.7575152270814702,57.39380757347807,58.16472025194469,1,1,1,1,Economic Security,0
2669,PA-07,65+,Black,Medium,Female,High school,control,0.49776624644869805,0.07925842764793536,0.8921827255600816,40.88938998048482,54.348260003582936,0,0,0,0,Control,3
2670,GA-06,18-29,Black,Low,Female,College+,future_forward,0.663324447204338,0.42248219503040035,0.3186079675518041,66.7062146954668,61.2044194504653,0,1,0,0,Future Forward,0
2671,NC-13,45-64,White,High,Female,College+,community_voice,0.6550655031635552,0.15181567549072816,0.3731605106317223,54.17037832755234,59.771818351374755,0,0,0,0,Community Voice,2
2672,MI-08,30-44,White,Low,Female,High school,future_forward,0.3132608104288031,0.18829149996192257,0.5744624577443351,45.95352543376394,49.73344398062578,0,0,0,0,Future Forward,1
2673,AZ-01,18-29,Asian,Medium,Female,Graduate,future_forward,0.8099168240008484,0.06628983716363052,0.7752713378963052,82.64857005712082,83.62259898122838,1,0,1,1,Future Forward,0
2674,WI-03,45-64,White,Low,Male,Some college,future_forward,0.18560005544843985,0.17812180624203477,0.5356531867601859,55.33358846745173,70.96438461084304,1,0,1,1,Future Forward,2
2675,NC-13,30-44,Asian,Medium,Male,College+,economic_security,0.4749773536755827,0.23722182330029976,0.31495763078759315,30.96649207785914,33.290478258381796,0,0,0,0,Economic Security,1
2676,GA-06,30-44,Asian,Medium,Male,High school,future_forward,0.8366553532434619,0.6249050409111165,0.570690793650645,67.13361021267264,55.97673843081975,1,0,1,1,Future Forward,1
2677,WI-03,45-64,Asian,Medium,Male,Graduate,future_forward,0.4676611345684724,0.5894795392413846,0.9239410145037014,74.35489527862335,45.82028545844669,1,0,1,1,Future Forward,2
2678,WI-03,30-44,White,Medium,Female,High school,community_voice,0.21098343631475858,0.5345773589403491,0.4072593100071674,67.932117068804,47.37714184521906,0,0,0,0,Community Voice,1
2679,TX-32,30-44,Black,Medium,Female,Graduate,economic_security,0.7710525581506236,0.5577510292235277,0.5398227513806305,38.103385474121055,78.10831254829743,0,0,0,0,Economic Security,1
2680,MI-08,18-29,Latino,Medium,Female,College+,future_forward,0.5128682534048608,0.2324115517554774,0.3542014071012659,72.37739269444157,85.6463234916163,0,0,0,1,Future Forward,0
2681,GA-06,65+,White,High,Female,College+,community_voice,0.576353083626899,0.2607760137029906,0.637570410046822,19.28088860112942,54.685700227691015,1,0,1,0,Community Voice,3
2682,NC-13,30-44,Black,Medium,Female,College+,future_forward,0.5435302211564101,0.34649115389464635,0.3737704413722272,71.77452280556233,46.373196162401435,1,0,1,1,Future Forward,1
2683,PA-07,45-64,Asian,High,Male,Graduate,community_voice,0.3687314022019335,0.5229176949186775,0.45528209929114255,56.487221894943794,82.67349211279914,1,0,0,1,Community Voice,2
2684,WI-03,45-64,Latino,High,Female,High school,community_voice,0.4108059721570722,0.1096733361150125,0.2899261119584894,67.65456223183497,82.03475407524641,1,0,1,1,Community Voice,2
2685,WI-03,30-44,Multi/Other,High,Male,High school,control,0.630569349771569,0.22033062221732103,0.4184558363796293,73.74266567829476,84.94797165355223,1,0,1,0,Control,1
2686,WI-03,45-64,Latino,High,Female,High school,community_voice,0.34410025545798983,0.4689831986542943,0.618490486285013,80.69776332361246,64.49174516288616,1,0,1,1,Community Voice,2
2687,MI-08,18-29,White,Medium,Male,Some college,control,0.98,0.40813425471511133,0.5626138300761963,69.42022955514886,26.213662704793162,0,0,0,0,Control,0
2688,PA-07,30-44,Black,Low,Female,College+,future_forward,0.5160805585488485,0.25398029527164784,0.7377482886933864,24.090577261707686,77.78804489902933,0,0,0,0,Future Forward,1
2689,GA-06,30-44,White,High,Male,Graduate,community_voice,0.7900057155162553,0.19137440690360893,0.5895777015640244,42.467618510486126,56.35404901089248,1,0,1,1,Community Voice,1
2690,NC-13,65+,Latino,Medium,Female,Graduate,control,0.7594291947293851,0.380590079272929,0.28861209619534783,45.1078094066365,61.49961271688737,1,0,1,1,Control,3
2691,AZ-01,45-64,Latino,High,Male,Some college,economic_security,0.5544718400949206,0.1666514901148221,0.8775936415419398,66.93133743122229,77.75275965649024,1,0,1,1,Economic Security,2
2692,AZ-01,65+,Latino,High,Male,Graduate,community_voice,0.4496233931258275,0.3545607828510879,0.4502409523274508,69.7695651379658,99.0,1,1,1,1,Community Voice,3
2693,GA-06,18-29,Multi/Other,Low,Male,Graduate,future_forward,0.461455390885204,0.27083974218693435,0.5285984064183331,28.374138700097696,20.7632112317998,0,0,0,0,Future Forward,0
2694,MI-08,18-29,Black,Medium,Female,Some college,community_voice,0.6503465769253307,0.27384455140214536,0.7564485161289135,53.43584199360961,94.75452724607032,1,0,1,1,Community Voice,0
2695,MI-08,18-29,Latino,Low,Male,Some college,economic_security,0.43311513859469536,0.15204352047364805,0.39709547706447634,54.96312529091052,99.0,1,0,0,1,Economic Security,0
2696,PA-07,45-64,Black,Low,Male,Some college,economic_security,0.7108265107662114,0.20189256506055456,0.5164858314883188,42.41765617190421,64.55816492835744,0,0,0,0,Economic Security,2
2697,AZ-01,30-44,Latino,Medium,Male,College+,economic_security,0.7824387625065752,0.42811893289503544,0.7168185904525927,44.97907231049009,99.0,1,0,1,1,Economic Security,1
2698,AZ-01,30-44,White,Low,Male,Some college,community_voice,0.8150191778395196,0.1802219816889864,0.8061164599516839,52.99542165867376,69.53553289605799,0,1,0,0,Community Voice,1
2699,PA-07,30-44,Latino,Low,Male,College+,control,0.4713766477797415,0.16951892990176412,0.5257323618395614,48.06886491728062,64.57287964445415,0,0,0,0,Control,1
2700,PA-07,30-44,Latino,Medium,Female,Some college,economic_security,0.5702778788030661,0.39652899494718097,0.05872395474695945,58.09252207903733,40.383946518665795,1,0,0,0,Economic Security,1
2701,PA-07,45-64,White,Medium,Female,College+,control,0.5834852276642489,0.08618943638259721,0.7525430317489877,78.54834052607164,65.49206650931406,1,0,1,1,Control,2
2702,TX-32,65+,Black,Low,Female,College+,economic_security,0.9678138003617137,0.18335018448444995,0.33185120628532044,56.1932065563724,71.25821089526477,0,0,0,0,Economic Security,3
2703,PA-07,18-29,Black,Medium,Female,Some college,control,0.3335176233069483,0.14233718085245345,0.6417172795492614,70.68988295501035,70.06876716585685,1,0,0,1,Control,0
2704,NC-13,30-44,White,Medium,Male,High school,economic_security,0.6606790031868633,0.5164267310284669,0.5361910502467743,62.788484172591396,39.561751863262145,0,0,0,0,Economic Security,1
2705,TX-32,65+,White,Low,Male,Graduate,economic_security,0.6586177043683688,0.2062768308897566,0.47444587373233266,82.33315548441195,60.346298982040885,1,1,0,1,Economic Security,3
2706,AZ-01,30-44,Latino,Medium,Female,College+,future_forward,0.7564957132746664,0.42331691281530326,0.35971828050912813,56.85182377557284,60.73014231923128,0,0,0,0,Future Forward,1
2707,GA-06,30-44,White,Low,Male,College+,community_voice,0.7296186429196145,0.11906726630791549,0.3664128808757825,47.99816031936029,74.25167324223221,1,0,1,0,Community Voice,1
2708,TX-32,30-44,Black,Low,Male,Graduate,community_voice,0.8694091065537709,0.17846215577610516,0.5497193575686308,55.67638755955797,61.70751800279302,0,0,0,0,Community Voice,1
2709,GA-06,45-64,Latino,Low,Male,College+,control,0.9539794285496738,0.3413309202473177,0.7804208946652706,44.054188778355886,24.484361566060578,1,1,1,1,Control,2
2710,NC-13,45-64,Latino,Low,Female,Some college,community_voice,0.39800095323916906,0.33307963362163,0.57308425572129,47.29806452075565,57.90908971175358,1,0,1,1,Community Voice,2
2711,MI-08,30-44,White,Low,Male,Graduate,control,0.5762103716074571,0.5933732782621945,0.8376639855943696,76.66807083881054,61.07607284933436,1,0,1,1,Control,1
2712,NC-13,30-44,White,Low,Female,Graduate,community_voice,0.8598529443939135,0.18677862901774592,0.7007959339851798,34.632808960223564,49.86216695230787,1,0,1,1,Community Voice,1
2713,TX-32,45-64,Latino,Medium,Female,Graduate,future_forward,0.7921395420961433,0.26998351797610265,0.19036278721867694,35.057731849619316,67.92971738486159,1,0,1,1,Future Forward,2
2714,PA-07,65+,Black,Medium,Female,High school,economic_security,0.6290441964505157,0.09081169249222451,0.42253365965320117,71.92177449471833,78.2104456849627,1,0,0,1,Economic Security,3
2715,NC-13,30-44,Latino,Medium,Male,Some college,community_voice,0.5219413225585431,0.11846215673309447,0.40814891819241816,79.40848967753986,40.7131655681582,1,0,1,0,Community Voice,1
2716,MI-08,30-44,Black,High,Female,College+,control,0.34421966581039937,0.3734101210673136,0.8694468620809267,34.37766400306046,48.55337636906725,1,0,1,1,Control,1
2717,TX-32,18-29,Latino,Low,Female,Graduate,future_forward,0.45910723906690265,0.13921678649550465,0.5104662836906083,62.432744745821694,57.74352602009268,0,0,0,0,Future Forward,0
2718,PA-07,65+,White,Low,Female,College+,control,0.81341799810423,0.48078012658648295,0.25207368215042825,38.09428032335737,87.39701229301897,1,0,1,1,Control,3
2719,NC-13,18-29,Latino,Low,Male,Graduate,future_forward,0.2738974409065538,0.07441769996471269,0.7599985899346533,36.95934820188124,54.06406064694656,1,0,1,1,Future Forward,0
2720,WI-03,30-44,Latino,Low,Female,College+,control,0.30207650644127565,0.33203630409752555,0.4928824932166534,56.36956997325985,72.52583990044101,0,0,0,1,Control,1
2721,PA-07,18-29,White,Medium,Male,Some college,future_forward,0.5148390712186385,0.3840390507421829,0.2893125125094671,95.9159858890252,68.79963938174748,1,0,0,0,Future Forward,0
2722,WI-03,30-44,White,High,Male,College+,control,0.5891745570172673,0.6951394475447519,0.5267855674099494,77.13360772906364,69.14481559058599,1,0,0,0,Control,1
2723,PA-07,45-64,Latino,High,Male,College+,control,0.8980278685116904,0.04456588367649637,0.2815997983678399,42.29028696998797,81.5762633956732,0,0,0,0,Control,2
2724,WI-03,18-29,Latino,High,Female,High school,economic_security,0.7177007610446686,0.4968662612475757,0.48366410300947904,68.91687126124499,50.26842239355785,1,0,1,1,Economic Security,0
2725,NC-13,45-64,Black,Low,Male,Some college,future_forward,0.7232892803024655,0.6908662032324834,0.4018362765328073,64.99541349266799,60.2363258140438,0,1,0,1,Future Forward,2
2726,PA-07,30-44,White,High,Male,High school,community_voice,0.98,0.06920722794273985,0.786356169782962,69.83956994310513,47.01164278435938,1,0,0,1,Community Voice,1
2727,TX-32,18-29,Latino,Low,Male,Graduate,community_voice,0.5802633605733389,0.35460071114357333,0.584833765392364,47.95078006763636,70.45384549268148,1,0,0,1,Community Voice,0
2728,AZ-01,30-44,White,High,Male,Graduate,economic_security,0.6759761899655505,0.3618555421602441,0.3217654054233757,38.94463642728863,73.02393379825035,1,0,1,1,Economic Security,1
2729,NC-13,65+,Asian,Low,Male,Some college,control,0.666727377952321,0.11383274244876182,0.03957894551352858,29.117349347283618,60.1516629595288,0,0,0,0,Control,3
2730,PA-07,65+,White,Low,Male,Graduate,community_voice,0.9354527591845915,0.09954449312248576,0.828171085034512,72.87094693100116,45.09751028289897,1,0,1,0,Community Voice,3
2731,AZ-01,30-44,Asian,Medium,Male,College+,control,0.6206842270300074,0.3630128740413729,0.8967909576885553,96.38447524891251,62.61119398019534,1,0,1,1,Control,1
2732,TX-32,18-29,White,Low,Female,Graduate,control,0.494802129257758,0.35515135326058506,0.47445961599166214,61.6040095575724,56.15234914213502,0,0,0,0,Control,0
2733,PA-07,18-29,Asian,Low,Male,College+,control,0.38150869489685696,0.07793326863591253,0.6152920644322759,49.39944245018559,44.44314031983537,1,0,0,1,Control,0
2734,WI-03,30-44,White,Low,Male,High school,economic_security,0.44391718867172786,0.35731601352315345,0.776214481061185,52.61463790432584,47.54536819019071,1,0,1,1,Economic Security,1
2735,MI-08,18-29,White,High,Male,Some college,control,0.8284227228047655,0.14744898258436615,0.7006960317513334,47.869108384742646,70.19810601706169,1,0,0,1,Control,0
2736,NC-13,45-64,White,Low,Male,Some college,community_voice,0.38050417353663524,0.08467686593736189,0.5064062020189581,66.76732174214978,51.93209974574059,1,0,1,1,Community Voice,2
2737,WI-03,45-64,Latino,Medium,Male,Some college,economic_security,0.8118537628036155,0.12291749403110021,0.7776611760260336,54.00393826314122,52.12871781796156,1,0,0,1,Economic Security,2
2738,NC-13,30-44,Latino,Medium,Female,Some college,economic_security,0.5968678237443695,0.27253575983993966,0.8397556163469595,59.426086642643604,52.72903033897221,0,0,0,0,Economic Security,1
2739,TX-32,18-29,White,Medium,Female,High school,control,0.5449948464785972,0.09306365402680664,0.24326813977080863,63.12283883789914,31.45439480716564,0,0,0,1,Control,0
2740,NC-13,65+,White,Low,Female,Some college,control,0.06587124771346431,0.12581972430428837,0.1681840021816268,45.51801848988775,56.07197125517421,1,0,0,1,Control,3
2741,MI-08,30-44,White,Medium,Female,High school,control,0.4741892738146349,0.30362226962351263,0.5010126988916337,66.32554502076805,43.1655164094095,0,1,0,0,Control,1
2742,MI-08,18-29,Latino,Medium,Female,Graduate,community_voice,0.7000196506729004,0.2756363885242338,0.6176715560539959,66.50187430606978,60.581973179075035,1,1,1,1,Community Voice,0
2743,GA-06,65+,Black,Medium,Male,Some college,community_voice,0.6829948408148363,0.2881226905354209,0.8534297800247564,65.32272405459125,74.65574216965528,1,0,1,1,Community Voice,3
2744,NC-13,45-64,Asian,Medium,Female,High school,economic_security,0.8144410302812134,0.3846730264006786,0.3341584659659288,49.629142879845276,60.92640123254937,1,0,1,1,Economic Security,2
2745,GA-06,30-44,Latino,High,Female,College+,community_voice,0.27410457332389243,0.11161995380864656,0.8022474636274453,55.5694763001206,77.01866711586524,1,0,0,1,Community Voice,1
2746,TX-32,30-44,Black,Low,Male,Graduate,future_forward,0.4431111500502543,0.23415571138376262,0.7761085508107021,54.81570351587091,62.55873987062144,1,0,1,1,Future Forward,1
2747,WI-03,45-64,Multi/Other,Medium,Male,College+,community_voice,0.44146716690749865,0.2554726198119975,0.6167885134638771,71.33624174496916,60.14808236750963,0,0,0,0,Community Voice,2
2748,AZ-01,45-64,White,Low,Female,Some college,control,0.4718772264627353,0.39771759187208533,0.5183819475718616,65.51999030632085,46.23296057924196,0,0,0,0,Control,2
2749,AZ-01,65+,White,Low,Female,Some college,future_forward,0.5215498500003833,0.20165292038673524,0.19584479438921876,79.18831116367518,61.629194139208266,1,1,1,0,Future Forward,3
2750,AZ-01,65+,White,Medium,Male,College+,future_forward,0.2697932009527345,0.43743922718610756,0.3688203363578797,38.32328623194046,71.30240252158065,1,0,1,1,Future Forward,3
2751,WI-03,45-64,Latino,Low,Male,High school,future_forward,0.576424442482982,0.34802851947438623,0.39123001064490953,62.03851472450703,60.89955326803366,0,0,0,0,Future Forward,2
2752,AZ-01,45-64,White,Medium,Female,College+,economic_security,0.5784612363410995,0.16324524646381725,0.3505874235511325,39.48024440167663,57.47087940712431,0,0,0,0,Economic Security,2
2753,PA-07,65+,Latino,Low,Female,High school,control,0.7686662996269772,0.503828722038002,0.6915607067512392,41.89399165564846,65.09890538044517,0,0,0,0,Control,3
2754,MI-08,18-29,White,Medium,Female,Some college,economic_security,0.4644688710543404,0.13405116727639627,0.4543378682504491,26.20017320235902,50.051561609706106,0,0,0,0,Economic Security,0
2755,GA-06,45-64,White,Medium,Male,High school,control,0.6967878701823484,0.43488780869007726,0.5794750758167524,44.37019149122146,46.98454581901402,0,0,0,0,Control,2
2756,GA-06,45-64,Asian,Low,Female,High school,economic_security,0.09679064065145393,0.2494573600059088,0.360465774649689,52.90741886412333,29.228867577574864,1,0,0,1,Economic Security,2
2757,PA-07,45-64,White,Medium,Male,College+,future_forward,0.7392874796066161,0.12555912126273044,0.5916581133037063,74.25352903621955,74.59294675634987,1,0,0,1,Future Forward,2
2758,AZ-01,45-64,White,High,Male,Some college,future_forward,0.919496358949717,0.22390580863828427,0.6107808421844233,46.744511062454826,54.534597403245954,1,0,1,1,Future Forward,2
2759,WI-03,30-44,Latino,Low,Female,High school,future_forward,0.790522080587989,0.4376178536357572,0.4272695061564252,78.20900092145003,88.6256726302523,0,0,0,0,Future Forward,1
2760,NC-13,65+,Latino,Low,Female,High school,future_forward,0.6339154795457709,0.09290550447367268,0.292916258929552,65.28265410098015,80.0132369792835,1,0,1,0,Future Forward,3
2761,GA-06,30-44,Black,Medium,Female,College+,economic_security,0.4791783463470159,0.4228355478427269,0.3846802554651314,59.68364628622754,91.20525264188467,1,0,1,1,Economic Security,1
